vin_min,vin_max,vout_target,efficiency_target,power_in
9.32,680.42,18.69,0.94,95.36
0.91,161.47,76.74,0.84,374.53
52.98,8395.45,86.72,0.82,364.83
4.9,269.06,92.61,0.88,50.42
0.69,84.51,52.37,0.78,424.18
1.02,222.61,86.24,0.81,261.97
22.63,4537.35,47.36,0.96,364.71
0.37,83.49,34.35,0.91,171.81
0.81,234.95,78.77,0.84,153.6
27.9,5002.66,59.42,0.98,306.14
1.33,117.6,54.92,0.82,434.92
9.11,548.72,25.89,0.76,93.93
8.55,1425.11,15.75,0.76,171.69
11.93,1482.63,15.28,0.86,218.09
69.67,3622.56,92.5,0.89,59.47
0.53,110.48,47.89,0.82,429.36
13.08,460.29,21.38,0.92,97.6
9.71,996.57,13.57,0.92,137.1
0.52,93.83,50.75,0.76,192.36
21.27,5262.17,58.68,0.92,87.36
41.39,8665.06,90.6,0.97,328.06
11.72,1967.12,21.9,0.87,285.45
0.75,163.13,73.17,0.86,121.27
3.0,133.88,54.03,0.88,63.35
19.6,2202.24,51.38,0.8,472.25
3.4,77.23,5.54,0.83,350.65
1.91,173.08,78.54,0.92,246.57
14.52,909.46,24.99,0.98,432.58
5.18,782.32,7.96,0.88,242.97
31.57,4464.05,50.65,0.93,273.27
0.4,43.66,23.9,0.91,497.88
1.03,203.43,76.81,0.76,182.87
2.92,218.99,94.33,0.87,14.45
0.12,12.78,9.15,0.79,78.8
3.26,730.36,7.8,0.8,15.08
6.88,588.52,11.6,0.76,147.53
5.82,1064.47,13.81,0.85,437.72
3.3,112.88,93.4,0.84,437.29
0.14,9.58,7.64,0.81,58.44
1.19,155.78,87.15,0.78,472.91
11.8,1388.08,33.29,0.79,406.74
45.14,8691.19,87.34,0.97,181.9
1.1,154.55,59.1,0.9,207.45
7.41,1329.52,17.99,0.86,161.19
1.7,134.8,91.11,0.87,333.68
0.97,192.85,91.49,0.76,276.03
1.8,251.23,88.67,0.89,207.31
1.83,192.55,73.07,0.94,405.59
1.1,73.68,54.84,0.96,447.63
37.72,1205.66,57.69,0.78,175.45
1.04,135.48,95.35,0.8,298.48
0.71,140.74,65.12,0.84,282.36
7.22,1636.15,16.5,0.85,372.52
39.05,1278.54,56.0,0.83,459.26
18.11,3362.61,40.21,0.85,293.33
1.1,76.39,55.86,0.89,427.69
22.5,1115.95,37.44,0.91,488.98
0.77,103.94,63.36,0.96,84.35
5.14,239.13,92.83,0.94,84.75
0.15,11.97,6.72,0.82,347.74
0.81,144.64,61.01,0.92,269.65
30.56,4965.16,60.65,0.84,325.16
2.02,112.11,50.78,0.82,314.89
0.19,39.76,14.24,0.82,196.15
1.22,118.01,78.12,0.8,196.53
59.52,2729.59,97.44,0.84,373.41
0.08,14.88,5.81,0.95,312.72
12.6,633.65,29.39,0.81,217.39
20.43,1167.84,29.56,0.79,272.82
0.59,72.19,42.05,0.77,66.83
8.07,1426.37,19.22,0.94,193.2
8.27,1848.96,20.81,0.77,97.47
0.54,70.23,36.23,0.94,78.04
32.47,7303.61,96.41,0.83,325.9
13.08,1412.0,20.7,0.78,161.42
