vin_min,vin_max,vout_target,efficiency_target,power_in
45.77,58.7,14029.62,0.92,349.04
29.87,34.33,7776.87,0.79,159.48
47.26,64.27,41337.1,0.84,372.77
81.66,102.47,28038.84,0.89,147.92
8.68,10.16,2632.47,0.78,149.14
7.61,9.68,4964.79,0.97,14.32
45.26,63.4,26217.99,0.89,213.54
12.12,12.61,9821.89,0.88,28.18
43.56,55.5,27878.64,0.87,240.89
10.76,11.51,10205.79,0.82,152.11
29.7,31.12,13634.05,0.97,403.35
79.51,99.34,39944.68,0.97,137.02
24.23,32.16,9402.9,0.97,284.18
18.61,25.78,20637.55,0.92,224.33
68.03,87.61,24066.67,0.84,105.42
76.98,98.28,20807.04,0.79,251.92
32.29,40.73,10031.34,0.91,95.2
39.19,44.25,28638.91,0.89,71.1
94.63,112.01,32140.74,0.97,152.2
45.17,54.59,41692.15,0.98,344.21
71.43,81.15,19337.1,0.87,81.12
81.19,104.89,11016.26,0.82,73.59
8.05,10.07,6630.6,0.77,411.16
73.55,93.86,10659.93,0.75,236.33
78.11,94.96,37518.82,0.79,326.48
19.27,24.06,17999.09,0.77,292.98
20.74,28.69,6659.99,0.82,481.87
27.01,32.77,26250.56,0.77,368.07
7.14,8.98,5446.68,0.82,193.0
14.72,17.06,6325.93,0.97,75.04
64.63,75.73,12058.84,0.96,137.63
84.9,96.18,51648.1,0.86,319.96
28.44,37.59,9454.52,0.93,110.96
40.55,48.56,37707.53,0.75,140.16
97.82,106.27,53936.63,0.97,428.78
44.23,59.22,8694.88,0.85,33.25
20.92,25.1,18383.04,0.78,363.45
69.19,80.06,31730.82,0.82,256.71
81.25,110.27,51755.54,0.93,312.52
76.4,107.9,22295.7,0.82,312.88
74.54,90.24,23191.13,0.91,12.34
50.34,62.33,31197.84,0.78,352.39
32.69,42.47,19626.32,0.93,151.22
31.38,41.02,10738.26,0.83,393.12
74.27,101.61,90080.63,0.79,454.11
90.94,106.0,43335.09,0.96,20.71
38.05,43.06,18475.75,0.76,496.62
33.42,38.58,4900.57,0.91,170.35
3.05,3.71,2457.6,0.9,471.69
78.97,107.05,93584.87,0.83,425.31
10.35,11.27,1620.2,0.86,336.22
12.54,16.5,6917.52,0.77,365.54
87.67,107.94,97053.62,0.77,403.82
4.41,6.1,2939.37,0.93,166.19
58.64,71.08,63412.04,0.78,232.72
67.64,91.69,61829.69,0.96,287.4
17.97,24.58,2507.34,0.76,424.82
33.47,40.5,4961.32,0.94,422.65
24.6,30.56,19953.41,0.86,332.11
34.39,46.24,12312.03,0.92,246.36
56.97,71.56,35811.78,0.92,152.23
66.8,74.46,24771.88,0.96,405.1
26.13,34.51,11384.9,0.8,444.56
40.91,55.49,27863.73,0.87,45.6
85.47,116.58,95417.81,0.75,11.17
83.62,93.31,52912.76,0.84,294.88
56.25,62.83,17756.3,0.9,164.38
4.55,5.82,1491.06,0.95,367.37
6.49,7.94,3018.08,0.81,307.29
23.97,30.73,5466.39,0.81,395.96
14.26,16.92,12848.42,0.77,260.03
65.97,81.28,60460.52,0.97,20.39
68.21,90.42,57350.15,0.85,118.5
46.78,50.46,20776.23,0.88,99.8
22.85,29.01,13837.67,0.78,241.08
48.53,65.96,29655.78,0.87,118.2
60.21,86.22,46067.47,0.95,336.46
14.13,16.79,4118.94,0.76,118.83
2.87,3.79,1686.77,0.76,403.74
33.55,42.13,15903.07,0.94,339.74
16.15,18.6,15726.14,0.93,22.22
36.77,40.14,27764.45,0.77,314.29
85.47,118.09,85650.02,0.83,57.33
7.81,8.2,5527.83,0.83,258.39
5.13,6.39,2272.79,0.96,407.39
78.82,114.65,21320.96,0.8,38.45
93.93,112.08,75421.31,0.92,15.56
76.39,100.66,63652.57,0.98,448.74
57.35,63.08,21619.8,0.9,241.08
57.62,79.47,42388.75,0.76,149.16
41.76,54.05,39369.36,0.92,353.37
51.16,55.16,22170.7,0.86,293.47
9.44,12.93,1326.24,0.83,220.73
4.16,5.3,2092.13,0.9,188.12
41.94,50.15,26369.85,0.87,368.81
25.67,32.38,21203.39,0.76,446.58
35.63,45.23,17818.0,0.78,131.37
54.28,60.05,18623.77,0.82,125.56
23.05,28.46,3305.82,0.84,84.17
2.97,4.14,2363.65,0.78,409.36
66.49,93.84,50877.46,0.91,240.5
90.27,99.78,67957.85,0.87,214.97
44.35,48.23,19318.43,0.79,120.47
36.57,51.04,21560.45,0.84,116.75
26.66,29.65,12138.8,0.96,40.03
78.01,97.38,32190.15,0.76,254.31
56.69,68.06,19550.06,0.9,458.49
65.1,89.44,33011.99,0.97,241.65
79.64,103.27,33154.82,0.97,136.6
58.66,70.46,16972.97,0.76,430.4
59.35,68.42,19294.77,0.94,199.57
53.79,64.94,46151.3,0.98,73.25
49.94,60.77,19001.09,0.92,398.21
