vin_min,vin_max,vout_target,efficiency_target,power_in
53.8,72.06,6100.75,0.95,420.22
57.87,68.57,1245.83,0.95,75.31
32.68,40.81,3441.61,0.96,467.46
18.76,21.9,1092.16,0.89,121.43
69.53,90.15,5921.8,0.8,347.14
4.5,5.31,489.4,0.81,157.86
79.18,107.99,3973.28,0.88,207.54
66.25,82.9,1908.23,0.84,483.13
64.54,71.41,4469.87,0.94,119.6
57.26,71.28,5159.91,0.77,167.87
69.74,76.47,6673.33,0.76,13.33
78.26,86.38,6583.95,0.86,267.21
22.79,29.3,2539.42,0.78,277.4
20.05,28.15,323.46,0.86,153.76
47.63,58.89,4986.58,0.93,382.32
27.81,31.72,1458.76,0.98,27.27
69.61,87.05,6150.75,0.88,401.9
43.85,48.78,1233.85,0.84,327.02
78.73,93.71,4807.02,0.77,310.74
78.27,79.31,1598.91,0.89,29.31
57.88,71.78,1501.29,0.88,161.5
71.29,85.45,4231.41,0.78,28.05
80.56,106.45,6512.84,0.85,112.68
78.19,102.65,4997.01,0.8,420.77
76.02,103.53,6185.26,0.78,172.0
25.54,34.1,1165.46,0.83,339.82
76.05,93.61,5999.19,0.87,489.44
39.12,54.59,2948.87,0.96,46.72
73.64,97.33,5062.27,0.75,355.47
73.47,83.43,6559.51,0.9,430.44
35.0,45.97,883.26,0.76,201.57
4.99,6.41,278.05,0.92,430.81
43.38,51.22,2768.86,0.84,258.25
73.51,81.99,7135.93,0.98,370.86
14.79,18.68,189.11,0.93,140.38
19.05,24.28,1325.11,0.78,451.09
64.28,75.22,2245.92,0.92,427.17
49.59,72.28,1954.86,0.84,280.0
22.78,26.74,2505.86,0.85,40.48
12.31,13.75,420.73,0.96,148.94
9.47,10.64,160.24,0.97,71.71
10.43,14.33,1167.74,0.8,489.46
41.2,56.57,4506.64,0.86,112.16
62.54,80.68,2506.88,0.85,417.03
80.69,94.86,4297.51,0.77,152.29
31.25,38.8,1690.48,0.79,64.69
16.25,21.99,777.44,0.95,362.17
92.59,109.41,5630.54,0.95,62.73
74.3,91.44,6647.93,0.93,145.73
58.27,76.38,5856.11,0.79,28.95
44.99,62.75,2675.87,0.8,332.47
98.63,111.02,4697.8,0.84,364.34
94.64,99.33,9310.56,0.94,362.87
62.29,81.58,756.41,0.95,435.02
14.53,16.29,562.58,0.9,400.46
58.71,78.09,4101.84,0.79,29.47
45.83,60.33,4810.08,0.77,103.36
70.97,91.31,5680.34,0.88,129.69
11.99,14.77,1083.83,0.92,121.98
27.05,35.05,1044.01,0.83,447.61
38.33,49.45,2402.03,0.81,272.36
34.98,45.1,3663.38,0.86,195.98
60.57,85.59,2492.19,0.95,476.36
64.64,91.68,819.26,0.82,260.77
44.79,57.04,4052.26,0.9,151.51
54.75,65.33,3518.63,0.75,483.5
64.09,86.82,1904.93,0.79,350.96
60.45,73.36,4095.92,0.86,461.52
40.68,42.15,1420.4,0.9,38.61
34.02,36.99,3313.43,0.82,180.57
36.26,45.18,3630.55,0.87,190.64
46.45,55.84,755.4,0.89,217.72
20.04,21.25,1146.98,0.93,357.97
6.56,8.17,528.81,0.93,136.75
28.0,38.67,1878.5,0.81,310.19
48.94,68.06,3021.55,0.85,342.82
40.21,57.41,1840.63,0.76,194.68
46.79,52.38,1375.84,0.75,332.43
14.61,18.98,1451.84,0.96,315.36
68.62,77.07,4911.78,0.87,126.05
74.14,97.23,4328.57,0.92,95.29
24.53,27.55,1419.17,0.94,248.06
8.65,9.78,623.93,0.76,211.03
32.54,43.12,3559.76,0.84,260.25
72.15,93.55,6927.95,0.81,134.12
34.38,42.09,2373.68,0.97,75.72
72.99,97.88,1688.23,0.85,408.72
63.55,83.51,843.63,0.75,222.61
73.97,93.82,3530.07,0.89,493.4
89.4,102.77,4200.99,0.76,48.54
60.03,71.09,4508.6,0.96,217.36
3.85,5.15,160.95,0.85,121.78
56.63,61.28,1686.7,0.87,264.03
24.94,31.63,2203.25,0.86,154.21
81.48,100.6,1165.26,0.79,441.48
30.99,34.6,1404.05,0.93,382.32
34.86,40.12,564.87,0.92,320.65
84.96,92.71,7573.59,0.95,393.14
84.02,113.72,6969.78,0.78,203.73
33.64,45.42,2249.66,0.88,172.64
63.65,78.05,4491.09,0.91,141.11
60.61,72.68,6054.8,0.88,377.87
79.38,95.23,1071.1,0.89,33.16
84.33,102.09,7435.11,0.98,195.81
63.92,83.4,4852.2,0.81,55.16
61.17,68.38,4063.71,0.88,78.87
35.99,43.24,2402.36,0.96,241.77
29.7,39.17,641.59,0.96,63.51
6.67,8.02,141.83,0.75,377.37
78.44,91.01,6570.08,0.91,100.63
9.57,11.8,1113.77,0.87,209.22
30.97,38.21,352.58,0.97,460.33
77.21,91.97,2183.74,0.84,475.72
7.01,9.21,218.7,0.88,340.37
71.53,78.77,5660.37,0.83,195.55
10.35,12.07,421.77,0.85,459.23
50.59,54.14,4645.59,0.78,382.91
4.08,5.18,138.59,0.84,250.48
83.19,87.63,1670.18,0.75,19.78
19.44,21.41,1209.91,0.83,427.28
80.44,89.76,5076.02,0.91,426.79
38.9,52.66,3937.93,0.87,384.32
58.4,74.85,2706.25,0.96,349.52
10.26,12.21,203.8,0.83,125.63
78.89,85.17,5873.06,0.82,340.81
72.16,83.33,3635.07,0.87,71.19
43.67,53.74,4670.5,0.92,470.34
53.07,69.74,1766.89,0.89,497.74
22.21,25.5,1707.72,0.91,340.41
67.71,94.97,2882.45,0.83,188.75
40.76,42.79,3946.33,0.91,203.3
69.36,80.87,4655.03,0.85,339.61
20.44,24.33,2163.37,0.75,56.58
73.22,84.98,1189.11,0.87,287.06
26.21,35.16,2281.06,0.9,34.31
38.48,48.65,3646.0,0.84,270.47
16.41,17.85,1150.16,0.77,477.28
60.25,76.79,2950.15,0.9,26.99
52.46,67.81,1460.19,0.96,265.27
81.47,82.66,4738.54,0.96,337.63
8.31,10.83,367.72,0.91,122.64
62.2,67.7,5239.12,0.82,141.61
38.62,47.33,4171.75,0.85,107.99
19.16,21.04,502.23,0.91,47.0
26.2,33.18,2471.94,0.84,47.38
39.74,48.63,3495.05,0.91,57.9
10.84,14.65,335.46,0.96,297.86
18.23,21.51,1402.49,0.79,356.58
46.86,57.6,4977.98,0.94,116.73
63.86,76.49,2972.4,0.89,391.3
54.12,62.75,1299.66,0.82,340.27
76.51,106.65,7869.03,0.76,167.55
57.42,77.38,1629.75,0.78,416.38
22.55,26.4,1066.21,0.83,251.92
46.88,60.85,4691.27,0.92,210.87
30.87,42.54,835.14,0.89,256.03
58.83,73.14,3406.03,0.93,243.63
4.6,5.8,418.8,0.8,345.07
42.67,51.4,960.55,0.87,45.99
54.57,74.06,6137.54,0.79,411.19
27.95,33.85,2554.6,0.94,265.98
22.42,27.53,2069.49,0.83,326.33
73.18,87.76,6280.97,0.84,479.69
5.02,6.15,436.31,0.93,241.8
50.65,65.26,3152.32,0.87,441.24
64.64,71.03,973.9,0.77,80.69
22.51,24.72,1898.29,0.81,350.67
29.51,33.52,1064.39,0.83,106.25
23.69,25.89,1774.14,0.92,88.11
10.49,13.3,915.35,0.9,63.8
78.43,111.54,4677.1,0.96,75.44
58.76,74.81,1727.63,0.91,340.08
74.43,103.01,4815.15,0.8,256.3
61.66,72.78,5209.59,0.9,397.69
9.34,11.76,677.02,0.93,421.09
32.61,41.77,1685.89,0.76,83.42
48.38,60.31,887.79,0.88,240.35
