vin_min,vin_max,vout_target,efficiency_target,power_in
3.98,5.15,1797.16,0.89,219.29
4.65,6.21,4984.8,0.87,264.62
75.92,93.07,76247.15,0.95,406.45
36.69,44.46,4235.32,0.8,260.66
8.88,10.27,1462.59,0.77,356.04
68.78,88.82,42207.27,0.92,447.92
45.87,63.14,25003.9,0.89,72.28
73.56,89.2,53618.67,0.86,246.98
17.82,22.35,18211.31,0.81,378.78
13.83,17.44,5946.2,0.86,272.71
74.1,94.54,42100.37,0.9,256.04
82.13,114.88,71243.36,0.8,21.15
54.02,69.92,15084.59,0.84,155.39
24.38,29.3,12918.35,0.82,46.09
27.12,28.96,17280.99,0.84,289.74
24.96,30.13,4456.56,0.91,434.23
27.34,32.23,6861.18,0.76,246.19
71.34,81.01,27388.41,0.95,469.44
8.95,9.49,7850.78,0.8,417.5
86.53,91.3,20209.29,0.79,79.96
76.88,84.68,75453.83,0.86,134.74
38.99,53.33,40517.98,0.87,380.54
67.13,75.44,8796.82,0.79,174.99
32.23,42.64,7140.63,0.78,342.29
6.29,6.97,6588.81,0.94,481.18
32.8,35.0,9895.19,0.84,435.7
4.49,5.23,1249.06,0.97,61.64
43.82,48.49,30816.4,0.95,277.99
13.22,17.98,14448.28,0.83,10.17
35.08,40.3,12163.82,0.95,41.08
5.53,6.77,5968.01,0.85,134.66
60.71,77.44,11731.71,0.98,69.32
36.5,49.56,31944.45,0.97,458.03
37.55,44.54,15287.24,0.87,448.96
34.0,44.12,15821.55,0.92,31.15
81.79,96.93,17007.48,0.87,235.03
63.02,88.39,38816.83,0.83,308.97
50.26,58.36,31706.54,0.77,286.75
13.6,17.61,4473.77,0.85,10.78
47.91,62.68,29704.42,0.94,355.35
5.4,7.19,1588.25,0.89,87.83
89.31,104.64,52768.31,0.87,352.07
22.52,28.33,4563.98,0.8,354.73
5.02,6.04,2270.88,0.82,378.73
34.82,44.66,35872.73,0.77,464.76
22.78,23.22,13167.54,0.96,459.52
29.13,32.38,9106.22,0.78,480.75
76.1,86.9,75854.29,0.81,20.78
9.34,9.67,7382.57,0.88,193.19
91.04,116.87,88170.8,0.78,474.16
78.23,95.57,80062.97,0.76,38.23
84.47,101.6,14262.2,0.78,45.97
80.33,92.69,65927.29,0.88,201.6
64.94,85.75,61298.42,0.84,373.07
62.35,76.99,40567.67,0.97,494.22
88.72,109.42,88100.9,0.86,30.64
51.49,64.97,10962.2,0.79,355.3
9.24,11.9,4964.49,0.88,203.78
18.12,21.97,14455.36,0.97,124.09
43.81,65.08,20024.53,0.81,415.75
30.68,36.2,32699.97,0.78,140.51
77.92,88.72,50768.33,0.82,78.86
70.1,84.27,17934.73,0.96,379.18
34.73,37.28,5683.22,0.91,287.76
39.39,49.5,4783.0,0.92,254.56
17.25,22.53,8295.07,0.94,73.43
61.38,67.68,7724.93,0.93,87.24
