vin_min,vin_max,vout_target,efficiency_target,power_in
620.43,720.65,81.68,0.97,80.69
99.61,133.23,14.03,0.77,95.74
85.41,102.44,15.33,0.83,172.35
639.52,809.87,75.24,0.92,443.37
123.94,138.12,25.18,0.78,172.27
181.82,262.65,60.1,0.79,38.5
277.56,371.68,84.93,0.91,94.09
82.01,108.31,30.13,0.88,268.92
99.85,118.43,48.48,0.83,49.94
79.42,101.54,19.49,0.91,176.31
93.68,116.69,79.69,0.87,115.33
267.81,327.08,33.47,0.96,303.0
234.37,284.86,43.46,0.87,378.72
496.37,698.15,60.89,0.77,416.35
121.43,152.92,42.31,0.83,381.79
347.04,463.37,97.17,0.83,414.13
44.65,53.62,13.83,0.83,69.22
889.39,1036.29,99.04,0.81,99.3
55.43,73.21,8.26,0.8,425.22
87.59,120.04,12.58,0.76,363.08
181.71,225.36,48.4,0.76,169.74
760.66,859.98,92.71,0.8,94.8
280.44,324.05,35.59,0.81,363.28
68.67,96.16,16.93,0.84,448.24
466.85,630.08,65.32,0.79,227.85
243.51,300.84,95.68,0.93,463.23
53.71,69.2,10.92,0.93,35.27
228.08,234.65,96.63,0.93,205.18
542.9,738.85,71.28,0.96,235.62
888.99,1043.83,99.71,0.84,413.99
72.85,78.71,69.38,0.94,309.5
176.84,219.45,55.49,0.87,251.56
437.04,547.19,58.18,0.85,138.88
43.7,47.25,4.95,0.86,118.88
475.67,577.31,72.75,0.88,65.7
358.08,452.07,46.27,0.78,269.71
553.19,588.64,58.74,0.87,199.38
67.72,78.25,14.36,0.95,149.46
516.75,611.74,72.05,0.86,179.62
643.03,794.62,96.06,0.76,398.97
289.93,323.01,59.02,0.86,279.0
665.86,886.93,87.91,0.93,386.18
57.08,76.28,25.34,0.95,388.58
89.34,120.77,21.23,0.95,102.2
301.59,341.72,40.92,0.77,214.94
461.69,572.89,94.34,0.88,69.88
9.51,12.91,5.21,0.85,144.08
131.21,156.27,22.3,0.93,285.93
234.12,292.94,45.18,0.85,402.13
788.65,995.2,95.93,0.77,97.06
294.47,317.24,37.39,0.77,492.86
29.7,33.52,20.54,0.93,417.37
114.49,143.92,53.14,0.97,270.62
344.54,454.76,82.64,0.87,32.56
740.8,937.68,94.47,0.78,74.37
47.96,55.76,14.67,0.96,111.41
78.05,86.78,23.5,0.83,100.0
102.41,138.92,16.05,0.77,250.34
57.77,65.73,38.98,0.83,365.95
83.52,90.18,69.33,0.89,227.66
39.98,44.61,18.6,0.88,421.16
193.19,243.94,21.33,0.76,487.51
551.04,671.09,85.76,0.94,164.88
72.36,80.59,22.45,0.84,175.43
517.62,733.39,84.45,0.92,378.8
52.39,66.81,10.02,0.88,459.37
99.28,140.49,43.99,0.8,353.26
325.25,451.74,86.39,0.95,185.15
687.34,920.85,97.08,0.76,412.1
52.53,65.14,11.8,0.84,435.89
142.34,161.79,23.17,0.82,13.17
153.59,213.34,43.59,0.77,121.77
122.42,156.15,96.35,0.84,456.87
467.01,552.69,58.97,0.76,320.78
130.96,175.38,62.08,0.94,288.51
257.32,309.7,83.68,0.95,278.34
163.35,209.84,57.92,0.84,195.53
56.23,70.21,53.55,0.92,495.25
103.21,131.15,31.27,0.88,476.52
303.99,356.3,84.69,0.83,254.01
325.22,472.14,74.7,0.92,418.75
633.41,670.24,68.57,0.97,224.43
206.93,246.84,39.41,0.77,334.23
330.84,393.66,50.85,0.96,15.68
327.79,431.48,57.9,0.98,353.43
80.64,115.35,31.59,0.93,45.21
192.38,219.73,82.7,0.96,435.6
378.85,497.41,55.3,0.98,281.06
161.19,193.45,45.22,0.92,201.75
92.73,107.72,11.2,0.86,411.93
101.72,119.2,31.16,0.76,168.54
441.15,493.23,69.77,0.88,419.74
642.79,930.75,91.42,0.89,114.3
118.19,124.04,80.22,0.97,74.02
173.08,246.4,45.36,0.86,353.52
442.92,519.76,54.79,0.92,172.96
564.87,593.54,71.73,0.88,303.61
114.72,148.06,29.51,0.77,37.69
352.88,443.5,75.03,0.94,48.43
68.48,86.07,65.22,0.76,75.33
440.26,545.01,81.34,0.95,493.11
632.23,776.22,86.72,0.8,79.47
69.03,91.85,26.7,0.75,232.12
135.54,181.03,22.15,0.8,108.04
393.91,520.56,87.11,0.79,261.56
16.7,21.64,7.48,0.86,148.69
77.93,86.05,20.32,0.89,483.06
94.27,113.8,18.42,0.91,416.09
71.48,79.33,14.81,0.76,386.31
394.63,481.43,72.91,0.8,123.29
125.49,149.54,74.36,0.83,452.98
445.42,608.22,92.01,0.89,10.95
263.32,327.16,86.26,0.81,354.02
184.91,220.29,28.32,0.95,414.01
52.64,59.7,30.27,0.85,61.72
559.13,732.21,74.11,0.83,237.6
51.66,59.08,10.14,0.89,75.23
293.48,398.54,41.98,0.91,295.43
767.87,826.85,77.78,0.84,263.65
124.02,165.47,23.99,0.89,217.99
580.25,675.61,70.62,0.93,173.57
141.26,183.63,21.73,0.79,457.14
568.13,668.04,85.42,0.76,451.43
256.67,312.04,31.06,0.77,196.88
439.72,475.52,79.76,0.87,154.61
61.27,70.72,9.32,0.78,17.77
437.98,636.96,79.62,0.79,294.65
30.35,38.45,28.53,0.87,191.07
462.87,582.11,64.03,0.88,420.23
227.76,279.68,62.14,0.86,310.68
175.36,203.95,26.49,0.87,285.31
772.38,837.94,96.79,0.88,41.8
10.88,12.75,4.62,0.86,282.48
58.09,72.48,48.35,0.87,448.8
127.56,159.85,68.36,0.9,139.98
467.73,533.68,87.37,0.96,17.06
64.96,85.1,30.8,0.87,367.24
179.39,239.72,39.83,0.83,82.79
136.24,155.66,97.19,0.78,164.62
304.47,403.46,63.4,0.81,302.36
312.37,379.73,53.36,0.8,41.88
471.09,578.0,62.87,0.98,384.66
140.5,152.18,33.8,0.89,381.96
506.76,602.46,78.88,0.84,19.56
252.93,329.73,86.63,0.76,285.26
345.57,423.67,97.27,0.9,86.8
152.3,187.79,75.09,0.84,18.85
228.41,299.77,63.73,0.84,391.77
393.59,460.08,76.1,0.78,357.36
388.27,466.27,50.2,0.87,37.98
268.33,310.85,60.68,0.93,493.67
636.44,666.47,92.5,0.75,443.05
83.28,111.86,10.44,0.94,106.95
583.0,777.62,92.45,0.83,371.43
478.48,576.97,86.88,0.8,254.07
51.79,64.04,16.05,0.83,455.51
179.67,197.34,68.07,0.85,94.9
388.16,485.24,99.3,0.93,491.67
175.44,213.83,45.83,0.87,262.45
630.83,721.06,99.36,0.86,202.47
227.4,287.62,51.71,0.84,39.03
598.6,612.45,80.81,0.9,273.74
385.3,477.83,55.0,0.79,376.99
192.72,273.39,35.78,0.83,87.54
46.98,55.46,9.12,0.98,234.4
72.76,90.95,32.86,0.85,200.58
278.06,311.97,77.65,0.94,322.75
231.4,276.56,38.36,0.8,239.85
545.21,754.65,82.49,0.93,400.11
272.59,334.8,93.46,0.9,313.85
288.58,317.78,33.05,0.76,445.18
154.86,174.95,74.03,0.96,115.76
628.04,774.01,77.23,0.83,214.16
300.14,364.77,98.4,0.79,201.39
322.98,449.74,75.05,0.76,437.67
30.91,40.43,27.63,0.86,499.17
93.19,115.81,35.8,0.84,37.68
273.72,297.26,49.99,0.94,295.18
632.99,834.3,83.33,0.81,414.12
775.43,820.28,88.08,0.75,181.29
359.56,429.79,75.63,0.79,154.71
