vin_min,vin_max,vout_target,efficiency_target,power_in
9.56,170.39,76.29,0.8,461.97
13.59,256.35,37.3,0.79,168.34
7.78,141.83,57.3,0.82,177.13
36.19,170.32,99.97,0.76,498.43
12.05,43.58,22.48,0.87,359.35
31.93,212.21,44.73,0.92,258.16
19.77,358.44,39.21,0.78,364.82
9.18,41.34,26.69,0.76,140.22
15.57,453.44,46.66,0.89,327.14
23.28,75.92,46.53,0.97,404.88
2.42,25.22,18.48,0.97,379.65
1.42,35.89,14.01,0.84,302.67
0.92,18.92,7.75,0.91,181.12
49.84,218.27,95.83,0.75,430.63
30.59,631.03,70.18,0.94,44.74
12.74,265.65,31.25,0.83,80.27
28.47,290.32,35.66,0.95,115.64
6.67,179.77,65.74,0.94,296.07
23.58,111.03,70.57,0.92,465.31
26.02,575.97,71.32,0.91,111.59
28.87,235.95,74.56,0.76,10.94
27.18,343.62,50.62,0.81,145.48
53.56,644.2,76.34,0.79,215.48
14.55,147.38,41.07,0.81,455.15
4.82,63.04,46.7,0.79,280.62
35.62,274.98,47.73,0.92,53.48
21.86,261.29,94.66,0.98,401.95
7.9,176.56,77.47,0.83,368.64
57.18,529.2,92.49,0.86,364.12
13.61,51.32,28.81,0.83,310.99
6.47,66.76,40.07,0.8,431.97
14.96,96.9,40.09,0.92,407.7
36.23,739.59,91.83,0.8,159.44
30.47,157.52,70.39,0.78,264.67
19.67,252.77,92.84,0.94,51.7
2.0,29.5,15.47,0.76,84.19
12.65,143.11,65.0,0.88,272.02
20.16,189.14,38.68,0.78,327.25
6.95,133.47,47.02,0.81,377.76
6.48,107.1,42.45,0.82,469.16
27.51,141.53,51.3,0.88,330.22
14.16,213.9,83.75,0.9,222.87
19.82,65.38,36.24,0.83,238.48
26.08,88.63,51.61,0.92,62.96
8.69,81.28,24.73,0.84,416.24
38.45,390.38,90.5,0.8,255.3
3.82,27.93,5.42,0.89,446.88
7.76,88.43,18.98,0.81,256.82
48.63,546.46,74.5,0.86,459.83
9.43,71.31,25.73,0.78,474.65
1.48,23.04,13.24,0.87,245.54
10.46,38.47,13.66,0.87,445.24
16.59,294.1,36.49,0.89,14.73
37.54,501.38,62.2,0.94,278.06
11.83,170.17,22.48,0.76,207.43
29.19,115.75,41.79,0.9,105.48
4.5,13.94,9.82,0.82,439.23
15.46,186.96,21.39,0.8,495.15
6.36,90.26,11.67,0.87,98.26
1.91,27.05,9.4,0.85,403.17
50.33,510.28,69.85,0.8,116.2
9.39,192.33,76.54,0.93,238.3
1.47,22.0,8.54,0.87,93.84
22.98,365.11,63.51,0.9,214.5
15.43,155.12,56.83,0.87,298.28
19.48,90.71,68.67,0.86,418.03
46.86,362.73,81.5,0.87,354.07
32.27,101.8,73.6,0.94,264.84
5.09,98.97,45.59,0.95,456.52
6.61,22.76,17.28,0.86,258.28
44.77,568.17,83.59,0.8,452.09
0.98,12.27,9.72,0.75,407.2
18.87,146.38,67.55,0.76,200.88
5.31,141.15,15.2,0.87,417.59
20.42,163.31,91.37,0.92,218.7
41.28,450.3,91.53,0.91,407.51
30.78,208.78,51.67,0.88,221.01
5.36,47.06,20.51,0.95,109.61
5.15,29.78,17.75,0.79,464.04
14.27,179.51,98.91,0.83,380.26
11.98,52.52,31.72,0.85,304.36
22.71,345.26,35.69,0.89,70.16
15.85,67.94,46.85,0.76,306.0
21.75,193.33,86.3,0.76,359.87
8.32,34.1,24.74,0.93,383.5
39.69,537.28,98.33,0.95,198.27
4.25,52.8,32.37,0.88,315.48
8.72,116.62,53.27,0.88,363.08
5.03,50.48,37.84,0.82,146.07
30.23,529.69,67.96,0.91,100.01
11.07,146.02,77.66,0.8,471.97
29.31,225.57,97.22,0.76,192.23
3.1,61.68,28.92,0.87,112.04
56.01,247.39,87.54,0.93,194.51
3.97,38.9,25.54,0.87,146.8
4.81,121.21,13.01,0.91,231.61
3.05,20.45,6.08,0.86,314.07
69.34,822.94,96.73,0.82,151.87
47.94,99.38,73.83,0.89,306.49
15.99,203.8,80.05,0.98,394.64
32.8,683.93,80.7,0.75,401.47
20.79,393.45,41.68,0.96,281.7
7.28,49.27,14.84,0.98,325.87
16.49,137.0,42.43,0.96,296.13
9.69,104.36,24.95,0.83,173.73
9.86,201.7,87.44,0.86,238.35
27.66,359.18,80.71,0.96,294.69
22.37,139.13,95.97,0.92,169.25
24.46,34.14,29.85,0.75,454.86
7.43,175.05,59.13,0.88,198.06
17.65,183.28,31.99,0.95,453.54
2.51,47.09,18.33,0.87,293.57
5.5,113.41,38.95,0.76,262.34
