vin_min,vin_max,vout_target,efficiency_target,power_in
89.18,113.18,211.52,0.81,297.32
35.35,46.88,76.08,0.97,491.24
83.33,109.4,580.99,0.84,133.47
40.5,47.09,135.83,0.77,235.79
40.35,45.9,287.69,0.87,66.31
25.56,29.82,283.53,0.92,373.67
8.08,10.85,78.9,0.89,116.15
78.03,86.08,506.78,0.8,278.67
66.22,90.94,316.77,0.95,451.87
69.66,75.7,168.91,0.81,473.67
54.15,72.69,522.45,0.97,171.21
68.18,82.08,99.43,0.8,340.58
76.92,113.44,486.57,0.83,249.71
86.16,102.46,465.22,0.81,47.51
59.29,66.95,490.08,0.87,334.76
37.95,53.8,120.49,0.87,174.69
16.02,21.17,82.39,0.98,351.99
29.21,40.63,51.69,0.79,337.88
86.41,108.01,970.78,0.75,181.43
94.75,118.49,926.82,0.81,262.04
62.25,77.2,697.16,0.77,257.69
38.29,51.26,184.84,0.86,156.54
23.67,27.9,82.31,0.86,89.13
75.94,94.99,802.77,0.89,63.22
30.63,38.25,122.56,0.97,276.51
34.58,44.9,187.69,0.79,476.97
87.44,94.78,910.65,0.84,170.55
82.59,106.25,462.0,0.79,432.13
77.33,94.65,873.33,0.76,434.23
15.18,17.68,95.35,0.88,50.54
47.42,52.76,268.58,0.87,439.04
83.25,83.8,168.83,0.86,256.71
65.77,71.3,624.84,0.97,276.71
74.16,92.64,365.63,0.86,148.59
34.52,41.58,187.96,0.93,105.61
53.4,56.81,81.21,0.91,499.54
34.29,43.36,333.21,0.82,379.21
90.5,100.95,638.5,0.87,332.86
7.82,11.32,72.42,0.77,380.98
71.72,74.2,298.25,0.87,53.66
89.55,117.86,218.16,0.88,150.97
52.11,59.99,135.05,0.98,386.42
34.07,41.78,120.8,0.9,450.79
18.33,23.95,165.99,0.94,496.73
19.37,21.99,132.99,0.84,122.54
26.35,31.54,178.56,0.88,229.24
54.96,76.45,217.85,0.78,235.91
74.09,98.43,491.54,0.91,125.76
69.91,85.48,360.11,0.88,266.61
8.98,10.01,59.52,0.88,373.47
11.47,13.67,98.99,0.82,258.57
17.93,19.45,183.17,0.87,441.09
36.16,47.63,129.42,0.98,481.91
71.32,80.94,426.5,0.9,200.61
9.87,10.43,70.95,0.85,373.74
9.32,11.2,29.11,0.97,318.78
15.18,18.59,121.31,0.75,184.43
18.08,22.26,48.01,0.97,430.87
