vin_min,vin_max,vout_target,efficiency_target,power_in
78.76,92.79,13.26,0.88,240.0
277.22,336.12,63.6,0.95,252.21
108.97,120.6,94.42,0.86,22.35
115.5,153.29,32.04,0.85,419.16
112.6,143.71,15.16,0.85,162.65
108.35,123.03,20.33,0.83,132.28
213.85,278.52,44.73,0.81,110.92
795.24,926.38,95.31,0.94,131.16
246.65,250.23,26.95,0.92,265.18
204.93,258.04,78.12,0.76,195.84
273.99,285.84,70.22,0.79,150.97
223.24,230.97,31.77,0.96,130.5
584.85,631.58,91.36,0.83,112.04
116.23,133.97,32.37,0.78,469.08
18.26,23.46,14.57,0.76,131.89
388.79,515.58,95.47,0.84,440.48
137.74,168.82,33.28,0.76,137.44
510.69,627.66,61.76,0.94,161.93
159.44,177.92,43.74,0.84,71.67
325.16,425.82,43.96,0.96,279.33
78.85,101.92,23.15,0.76,33.99
77.62,98.9,27.27,0.8,188.17
60.86,70.09,7.75,0.76,260.31
660.9,870.22,80.47,0.87,354.02
438.95,569.28,67.73,0.78,454.23
367.78,524.66,53.5,0.85,272.87
48.36,55.52,13.48,0.92,419.76
78.17,103.5,12.22,0.89,180.71
173.32,206.75,95.13,0.9,356.1
194.38,274.26,25.0,0.78,393.96
45.56,59.49,12.17,0.83,72.0
109.35,111.32,13.57,0.79,10.76
94.26,119.52,13.93,0.77,282.18
82.57,97.49,17.93,0.79,239.24
427.55,458.77,83.77,0.76,460.31
342.43,437.19,50.84,0.92,34.13
123.96,179.34,22.29,0.83,41.54
704.35,737.11,87.66,0.89,152.22
700.37,740.49,79.11,0.81,198.8
713.28,897.58,81.33,0.85,343.91
141.96,182.95,96.04,0.86,102.83
58.71,79.37,24.44,0.9,409.17
86.37,100.7,25.93,0.81,456.22
440.81,508.68,65.48,0.97,329.46
180.01,239.56,65.09,0.87,78.72
586.52,789.36,75.59,0.85,340.42
22.12,31.98,12.74,0.86,229.18
518.86,643.4,91.49,0.96,20.83
462.29,546.19,60.19,0.81,84.65
118.5,129.69,57.64,0.89,457.39
314.43,389.04,61.8,0.98,169.97
473.14,585.66,71.67,0.9,156.73
376.96,408.83,70.61,0.97,33.99
508.49,637.69,80.36,0.96,243.43
413.34,432.95,84.77,0.81,41.27
133.1,158.81,16.49,0.76,287.84
193.68,275.38,93.46,0.84,442.43
328.98,406.39,46.44,0.76,469.38
87.49,109.92,60.95,0.78,136.76
173.93,189.27,46.92,0.81,102.03
