vin_min,vin_max,vout_target,efficiency_target,power_in
2538.82,3221.07,47.0,0.87,434.11
2371.45,3064.92,57.87,0.98,476.26
3311.1,4043.53,42.36,0.78,13.56
865.51,1081.05,59.77,0.89,428.64
2273.66,3044.7,45.23,0.77,132.43
1285.34,1488.86,55.65,0.97,86.54
1824.43,1927.36,28.7,0.86,279.47
203.7,236.87,10.67,0.79,65.6
3327.88,3907.22,41.37,0.97,41.11
1386.6,1500.11,59.68,0.75,163.87
473.4,532.2,12.6,0.86,163.32
2191.97,2745.54,49.78,0.92,228.92
1861.03,2001.18,37.78,0.76,109.89
1096.13,1207.55,19.27,0.79,82.46
732.31,1056.06,36.66,0.88,218.56
4933.78,5905.72,54.33,0.83,478.86
3746.61,4376.94,64.62,0.91,133.57
3435.62,3730.85,74.72,0.85,220.97
3292.95,4843.64,90.56,0.98,99.79
1561.81,1804.96,19.45,0.79,115.85
3883.09,4732.75,63.73,0.85,258.29
1974.39,2205.15,56.21,0.94,332.51
4361.0,5053.01,63.29,0.8,363.31
5887.36,7001.06,62.81,0.78,437.71
961.05,1286.95,20.52,0.88,248.17
620.95,838.4,50.55,0.96,376.67
1915.12,2117.8,32.38,0.8,155.37
1555.5,2039.99,48.13,0.87,170.37
5322.35,6728.35,99.01,0.94,296.69
1935.64,2468.51,29.75,0.78,346.41
4540.8,5558.9,61.17,0.94,248.03
6303.78,7442.6,85.22,0.84,41.11
2560.75,3175.52,43.39,0.78,371.99
6223.43,7047.68,77.87,0.88,271.79
2870.44,3946.82,51.06,0.82,446.28
2145.17,2777.57,38.3,0.96,12.36
1605.07,1899.18,64.9,0.96,344.65
2521.39,3065.18,76.98,0.87,160.75
3357.47,3691.85,90.2,0.91,42.78
5399.99,6939.2,99.84,0.95,472.12
6103.21,6794.75,88.55,0.82,360.83
939.81,1097.57,15.63,0.95,174.31
3705.84,4997.15,96.78,0.8,362.44
3705.27,4215.92,74.96,0.88,153.12
4276.48,4966.49,86.66,0.78,451.6
2587.55,3599.16,70.77,0.78,108.94
2291.9,3140.62,65.37,0.79,236.86
5147.44,7070.94,79.98,0.97,280.88
134.4,159.23,10.63,0.85,143.85
1640.98,1971.19,99.64,0.89,421.5
6156.03,7070.42,87.58,0.77,290.27
4393.52,5565.26,87.97,0.87,169.88
4207.26,4878.23,60.36,0.89,114.78
5748.59,6625.75,79.3,0.9,196.26
1731.28,2007.24,58.52,0.81,166.62
2557.68,3117.51,47.04,0.87,202.59
4522.06,6106.89,64.36,0.85,387.31
1153.75,1313.01,16.81,0.87,408.91
1966.21,2444.0,69.15,0.96,319.92
4085.82,4873.42,87.34,0.75,176.96
4241.51,5785.06,54.65,0.97,22.29
2058.95,2164.27,80.82,0.8,441.97
2817.78,3923.29,74.63,0.96,372.74
1361.52,1508.12,17.95,0.83,414.82
3130.23,4348.01,52.06,0.91,256.15
3399.34,3832.23,68.99,0.93,261.41
3534.48,3985.26,80.83,0.97,262.82
3188.94,3577.72,56.23,0.8,186.56
479.24,566.26,9.57,0.89,62.02
665.45,720.61,47.67,0.95,97.82
2161.91,2558.44,27.7,0.91,146.42
2939.66,3093.16,55.08,0.81,378.77
4573.08,5839.28,54.06,0.75,471.08
1578.58,1783.19,21.14,0.79,372.9
2321.83,3048.73,43.77,0.8,219.0
3542.69,4249.98,39.35,0.9,364.05
1511.25,1953.95,31.09,0.88,271.27
882.87,1231.26,22.6,0.9,100.24
6406.09,7792.17,82.67,0.8,483.16
5284.42,6803.59,63.36,0.76,206.4
1434.31,1985.86,92.05,0.93,231.65
4020.12,5279.02,71.36,0.88,221.66
5388.62,7264.32,76.74,0.94,381.86
6306.28,7757.87,99.19,0.88,485.86
465.12,675.96,29.9,0.8,209.4
3752.21,4559.82,67.91,0.81,168.38
930.8,1097.29,10.38,0.9,345.33
1351.08,1473.59,32.47,0.84,251.48
1819.03,2059.0,28.08,0.91,164.84
3124.94,4261.67,66.61,0.77,103.24
2959.55,3725.03,43.26,0.87,366.5
5980.08,7251.88,73.92,0.89,217.36
3680.46,4512.12,59.02,0.83,458.17
5642.45,6647.52,72.16,0.91,476.33
3437.28,3700.48,72.59,0.8,62.22
547.95,623.66,34.84,0.81,309.19
788.66,1079.32,63.36,0.89,139.27
1514.67,1820.54,41.56,0.93,78.8
4780.17,6304.88,53.88,0.78,490.6
2472.17,3226.31,93.23,0.77,50.44
748.37,1028.7,55.93,0.91,278.99
