vin_min,vin_max,vout_target,efficiency_target,power_in
4375.08,5127.13,73.58,0.77,68.65
5970.48,6719.23,62.17,0.79,82.08
1562.54,1928.41,19.67,0.81,495.37
1471.26,1632.61,66.18,0.86,285.54
907.58,1070.48,13.61,0.75,53.92
1793.02,2238.46,69.75,0.93,429.7
3187.32,3834.37,67.76,0.86,213.44
1716.76,2113.29,46.56,0.97,20.43
1395.16,1736.55,29.41,0.87,150.52
549.69,728.37,15.91,0.9,34.35
1062.85,1177.61,43.84,0.8,293.41
1897.67,2248.42,93.51,0.95,496.7
2274.79,2896.98,61.65,0.96,209.51
176.68,238.14,8.68,0.78,379.98
4522.34,5578.06,95.22,0.95,202.18
1406.32,1825.35,16.44,0.96,172.1
446.56,529.31,24.66,0.77,498.6
258.53,323.62,10.77,0.85,274.28
2006.05,2373.81,46.41,0.8,361.13
2269.78,3056.61,85.87,0.8,322.89
5035.23,5734.58,58.22,0.89,352.39
2635.99,2915.16,28.42,0.87,254.24
1805.28,1896.89,39.51,0.89,261.56
6284.58,9001.93,85.95,0.8,247.96
3660.21,4727.48,62.32,0.81,474.08
1256.5,1363.59,39.33,0.97,41.4
4031.67,5177.38,74.61,0.83,452.96
2094.78,2407.9,28.67,0.97,217.16
3633.66,4294.14,77.61,0.91,73.51
694.13,786.06,9.0,0.77,41.24
1627.2,1717.25,93.32,0.97,106.39
7078.43,8593.86,88.74,0.93,284.15
1639.69,1964.03,50.91,0.79,333.87
2318.9,3148.62,45.5,0.76,23.19
1924.6,2336.29,99.48,0.9,238.7
3192.44,4450.63,86.01,0.91,131.32
252.88,358.59,6.65,0.87,341.66
1528.27,2134.81,25.46,0.9,262.45
1160.73,1360.77,50.0,0.84,119.83
843.91,879.48,76.79,0.89,216.82
2125.6,2604.21,25.04,0.94,255.83
198.62,213.51,5.53,0.87,320.6
2140.84,2473.07,27.79,0.9,191.8
1424.87,1536.43,73.79,0.87,310.59
5147.87,5771.75,63.58,0.85,265.34
2681.82,3420.52,36.98,0.88,181.06
5905.32,6064.7,65.4,0.91,265.73
744.84,932.92,35.5,0.75,204.72
2146.52,2314.82,48.51,0.92,194.22
5420.4,6342.27,77.55,0.89,23.17
5970.98,7685.16,91.39,0.77,202.74
4618.49,6157.25,64.42,0.78,263.89
1736.66,2192.88,26.55,0.86,462.65
1737.75,2036.34,42.21,0.76,72.53
2168.95,2795.3,58.81,0.8,440.93
5608.25,6377.55,76.69,0.81,64.59
3072.81,3747.2,75.97,0.9,188.16
1565.75,1883.16,16.77,0.84,36.88
1050.43,1238.54,34.23,0.82,405.73
4077.74,5550.12,74.09,0.83,100.64
1651.11,1925.37,30.73,0.8,181.38
1071.59,1322.11,16.04,0.76,236.95
3307.26,3634.66,40.69,0.87,400.77
629.04,754.51,58.94,0.96,190.59
3202.25,3818.83,42.74,0.77,182.2
1221.4,1617.65,28.22,0.81,195.58
675.95,732.57,23.84,0.91,454.47
4008.29,4286.52,80.06,0.91,457.44
797.96,914.38,45.61,0.9,269.01
5225.19,6417.0,78.89,0.97,145.8
3430.49,4197.64,43.31,0.92,362.73
1727.38,1896.15,46.92,0.86,209.88
1537.41,1936.25,19.9,0.83,294.68
420.47,543.14,47.37,0.86,321.63
774.03,817.54,12.75,0.93,226.96
6123.42,7973.19,86.25,0.75,396.41
4130.2,6083.43,63.55,0.78,481.48
392.36,445.21,6.2,0.81,184.01
5237.17,7123.67,64.86,0.75,331.75
2114.96,2733.09,60.88,0.91,315.46
5922.2,7819.58,73.45,0.77,399.53
94.93,100.82,3.45,0.77,496.16
124.42,173.42,15.25,0.81,172.08
273.08,363.19,5.14,0.75,396.13
2849.36,3336.15,49.88,0.77,434.76
3632.13,4363.96,52.21,0.96,279.44
1066.78,1250.21,16.96,0.94,317.16
386.49,488.02,9.54,0.79,18.16
6540.2,7636.39,80.81,0.91,343.04
102.65,123.06,4.96,0.81,471.52
2384.02,2494.6,59.59,0.75,245.3
267.94,284.32,6.48,0.9,102.62
872.36,1000.95,59.38,0.81,251.84
3279.86,4012.24,86.93,0.79,188.14
8052.49,9804.36,99.42,0.9,67.2
845.78,1095.93,78.22,0.84,147.21
992.61,1283.07,23.19,0.93,482.88
628.56,772.72,47.24,0.88,236.04
529.12,624.44,29.39,0.77,46.99
354.04,410.35,5.16,0.8,83.96
1054.31,1366.58,19.13,0.9,253.21
474.26,571.11,7.49,0.91,175.46
3643.37,4958.61,48.41,0.94,124.95
1066.51,1214.47,32.48,0.83,80.86
1292.25,1615.4,21.54,0.92,456.57
4451.29,5456.77,61.08,0.95,403.52
6396.96,8072.98,90.47,0.8,28.01
1855.12,2278.95,20.47,0.95,428.23
2609.2,3009.57,59.71,0.76,382.12
2840.69,3388.1,81.09,0.94,243.55
877.49,936.93,31.47,0.76,251.18
4474.2,5349.31,46.16,0.9,241.13
934.85,1069.49,77.29,0.81,278.04
1279.06,1532.1,31.45,0.94,119.57
215.29,269.83,12.21,0.88,79.14
678.89,984.26,49.37,0.87,283.04
2186.22,2663.51,25.43,0.81,304.53
2238.85,3097.1,57.87,0.82,283.07
322.33,331.83,15.76,0.93,486.11
2876.5,3461.63,52.41,0.84,280.44
5285.52,5877.07,74.79,0.77,81.4
2198.12,2962.84,66.2,0.84,241.91
1901.84,2194.59,33.13,0.82,202.74
1607.6,1666.9,71.73,0.75,156.49
2712.63,3048.35,30.49,0.86,264.2
2385.55,3082.44,32.94,0.83,294.39
7576.8,7964.2,80.56,0.84,102.14
1091.28,1199.04,70.55,0.76,168.25
6561.08,7607.5,85.4,0.89,175.94
