vin_min,vin_max,vout_target,efficiency_target,power_in
43.17,52242.69,99.1,0.88,295.66
0.1,172.82,81.37,0.88,180.19
11.4,11944.26,33.41,0.81,346.19
14.82,13094.21,30.06,0.79,39.5
0.07,95.91,57.83,0.95,243.04
0.15,191.2,91.1,0.76,411.02
0.18,93.05,59.23,0.96,116.18
26.93,28668.92,41.9,0.82,17.8
0.09,96.11,65.44,0.81,103.48
19.16,40408.3,53.6,0.88,461.31
33.53,17382.77,80.48,0.97,121.37
0.22,104.04,47.07,0.79,88.02
4.62,9628.92,11.52,0.78,349.93
20.35,32880.96,41.36,0.85,427.97
36.45,57190.26,68.68,0.95,134.3
18.62,7043.6,46.52,0.98,408.04
26.25,30111.09,54.04,0.79,154.84
7.06,7309.37,15.44,0.9,224.56
5.69,10728.46,15.38,0.92,440.88
6.82,2172.56,16.59,0.88,202.93
0.1,76.7,60.27,0.88,47.46
0.06,179.48,60.07,0.98,424.27
0.14,186.58,84.2,0.77,89.0
64.09,73916.79,99.9,0.82,44.82
0.03,35.31,27.26,0.89,17.53
0.13,169.86,90.62,0.94,104.76
52.34,58051.39,77.85,0.85,215.11
0.37,273.04,94.19,0.9,133.96
0.15,191.0,98.4,0.9,388.03
0.54,221.23,88.48,0.76,96.5
15.19,44416.56,44.64,0.77,312.24
0.08,160.29,77.85,0.88,241.65
0.16,152.71,65.71,0.98,40.03
52.51,93636.22,94.2,0.76,409.57
0.06,34.34,19.47,0.95,166.39
0.08,134.06,55.43,0.92,165.89
5.47,938.34,7.69,0.9,170.42
0.07,95.53,46.4,0.86,290.11
29.14,16656.86,70.8,0.91,153.56
20.98,50500.71,50.52,0.86,266.78
28.55,69201.64,80.35,0.8,382.66
12.01,25290.11,25.42,0.79,469.65
21.57,10726.56,48.66,0.8,59.85
17.0,3247.31,31.05,0.79,488.7
0.18,71.87,32.74,0.91,382.24
32.36,60013.5,91.28,0.93,427.09
17.24,12477.55,45.06,0.86,387.13
0.17,105.61,43.92,0.83,374.49
49.17,14184.85,76.78,0.84,495.7
0.15,239.61,80.26,0.78,85.55
45.21,14640.34,98.11,0.84,482.1
0.2,145.16,79.85,0.89,48.64
19.63,24988.99,55.46,0.87,130.18
30.84,24271.89,55.49,0.83,27.56
15.83,16817.74,36.12,0.85,28.28
0.04,41.97,19.25,0.84,459.93
0.11,141.01,63.82,0.9,438.54
0.36,150.15,85.56,0.84,297.94
0.31,108.05,45.64,0.78,462.39
26.22,8602.04,36.6,0.9,376.29
0.04,89.42,30.26,0.77,152.3
5.36,5587.18,10.55,0.93,336.89
38.09,39008.25,58.88,0.93,144.03
0.13,216.02,90.79,0.8,48.53
19.85,5265.8,34.49,0.89,26.97
59.76,43660.07,89.33,0.91,176.59
6.3,5187.76,15.94,0.8,299.24
18.64,13912.84,54.37,0.8,162.99
0.1,125.9,52.55,0.78,35.68
0.16,157.73,54.93,0.87,328.51
31.18,24958.21,88.35,0.79,89.83
23.32,7594.33,36.92,0.9,244.87
0.04,62.51,35.11,0.92,302.87
42.23,74585.58,82.8,0.92,186.41
0.04,45.25,21.33,0.89,11.34
0.2,140.33,65.62,0.97,133.89
0.59,215.16,93.04,0.87,80.48
0.19,195.8,83.54,0.85,432.54
0.07,84.0,59.74,0.84,373.27
0.21,158.71,71.1,0.79,445.57
14.18,3921.02,37.61,0.76,120.66
